title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Shoot'er,2012,,,12.0,"Short, Thriller",P.R. Brown,"Ryan Gangl, Trent Ford, Joel Ezra Hebner, Abraham Benrubi"
Familias Partidas,2012,,,96.0,"Drama, Documentary, Biography",Omar de Jesús Hernández Delgadillo,
No hay pan,2012,,,20.0,"Short, Drama",Macarena Monrós,"Pelusa Troncoso, Raúl Palma, Marta Méndez"
Psychos in the Woods,2012,,Unrated,70.0,"Horror, Thriller",Chris Hazenberg,"Ted Fred, Benjamin Barton, Clarito Zapanta, Lydia Randall"
The Secluded House,2012,,,34.0,"Short, Horror, Mystery",Dion Cavallaro,"Cain Harrip, Dion Cavallaro, Paul Evans Thomas, Joel Richardson"
Gambil,2012,,,114.0,"Action, Drama, Comedy",Chandler Perry,"Melissa Blue, John Jennings, Grace Earley, Joey Cathey"
Penny,2012,,,5.0,"Short, Romance, Comedy",Chris Crawford,"Paul Hardess, Chris Crawford, Casey Nissen"
Caress,2012,,,29.0,"Short, Drama",Cheng Zhu,"Jingran Yang, Liu Shu, Haijie Song"
A Ballet Dialogue,2012,,,8.0,"Drama, Short, Documentary",Filipe Matzembacher,"Stefano Fialho, Áurea Baptista, Lauro Ramalho, Giovanni Rizzo"
Staff Entrance,2012,,,5.0,"Short, Fantasy, Comedy",Paul Pengelly,"Andrew Clattenburg, Jared Bishop, Chris Feres, Michael J. Edwards"
The Lackey,2012,,Not Rated,94.0,Action,Shaun Paul Piccinino,"Orlando McGuire, Vernon Wells, Rickey Bird Jr., Shaun Paul Piccinino"
"Supernaturalz: Weird, Creepy & Random",2012,,Not Rated,82.0,"Horror, Comedy",Kevin Sean Michaels,"Tationna Bosier, Lucy Spain, Mia Bené, Alexia Anastasio"
Home Sweet Home,2012,,Not Rated,79.0,Thriller,John K.D. Graham,"Raquel Cantu, Alexandra Boylan, Christopher Dempsey, Lorena Segura York"
Sparkle,2012,54.0,PG-13,116.0,"Drama, Music",Salim Akil,"Derek Luke, Carmen Ejogo, Whitney Houston, Jordin Sparks Thomas"
The Amateur's Guide to the Mothman,2012,,,6.0,"Short, Documentary",Zach Bales,"David Daring, Melissa Muse, Zach Bales, Jace Bales"
The Battle of Shiloh,2012,,,175.0,"War, Documentary, History",Brad Clark,"Brad Clark, Bruce Clark, Mary Clark"
With Elizabeth in Mount Dora,2012,,,83.0,"Drama, Adventure, Comedy",Jhonny Obando,"Karin Farfan, Scarlet Gruber, Ernesto Reyes, Julio Coutinho"
Little People Living Inside My Head,2012,,,21.0,"Short, Horror, Comedy",Alice Hjorth,"Alaya Riefensthal, Carsten Svenningsen"
The James Holmes Conspiracy,2012,,M,,Documentary,Mark Howitt,"Mark Howitt, James Holmes"
Supernatural Activity,2012,,Unrated,92.0,Comedy,Derek Lee Nixon,"Devin Bonnée, Liddy Bisanz, Andrew Pozza, Donny Boaz"
Bipolar Devil,2012,,,7.0,"Short, Horror",Jawed Ben Ameur,"Sandra Lemoing, Jawed Ben Ameur"
Wolves,2012,,,12.0,"Short, Drama, Crime",Emiliano Cunha,"Charlie Severo, Janaína Pellizzon, Fernanda Carvalho Leite, Leandro Engelke"
Infidel,2012,,,10.0,"Short, Drama, Crime",Gabriel Loza,"Gabriel Loza, Jennifer Melissa Mendez, Nicolas Mendoza, Miguel Angel Loza"
The Perfect Kiss,2012,,,2.0,"Short, Horror",Davi de Oliveira Pinheiro,"Luciana Verch, Rafael Tombini"
The Duel,2012,,,,Short,Robert Garcia,"Craig Macdonald, Herbert Steve Hernandez, Chelsea Samuelson, JP Frydrych"
C4,2012,,,10.0,"Action, Short, Adventure",Behrouz Bagheri,"Iman Bagheri, Mohammad Ariyan, Farzin Bagheri, Danial Nazeri"
Coming Soon,2012,,,19.0,"Short, Drama, Fantasy",Jamil Hendi,"Bogdan Fanariu, Oana Irina Dutu, Traian Maicanescu"
Monster Movie,2012,,,15.0,"Short, Horror, Comedy",Jacob Davison,"Emmanuel Coloma, Peter Cannon, Justin Bourguignon, Jackson Birnbaum"
The Capsule,2012,,Not Rated,35.0,"Short, Drama, Fantasy",Athina Rachel Tsangari,"Clémence Poésy, Evangelia Randou, Isolda Dychauk, Ariane Labed"
A Killer in Prague,2012,,,90.0,"Horror, Crime, Mystery",Tomás Kucera,"Irena Máchová, Iveta Bartosová, Vojtech Hájek, Petra Horváthová"
Craigslist Joe,2012,45.0,Not Rated,90.0,"Documentary, Adventure",Joseph Garner,"Kristos Andrews, Joseph Garner, Michael T. Kuciak, Gina Keatley"
Sinner's Saint,2012,,,11.0,"Action, Short, Adventure",Alexander Raye Pimentel,"Chad Figurido, Alexander Raye Pimentel, David Fichtenmayer"
Are We Neighbors?,2012,,,,"Family, Short",Nicole Ayers,"Brian Gallagher, Gene Foschini, Anthony Harris, Kate Tool"
A Holy Kiss?,2012,,,,"Family, Short",Scott E. Kaufman,"Karl Guenther, Brad Masters, Rosalina Francesca, Tamara Maslar"
Absolutely Wonderful,2012,,,,"Family, Short",Kenya Branch,"Kathie Alli, Marc Thompson"
Just Talkin',2012,,,,"Short, Drama",Kenya Branch,"VonDexter Montegut II, Brandi Feaster, Carmen Roque, Charles Williams"
Door het oog van de naald,2012,,,48.0,Documentary,Frans Mouws,"Jeannette Seret, Annemarie Beers, Henk Schiffmacher"
1313: Night of the Widow,2012,,Not Rated,76.0,Horror,David DeCoteau,"Shawn Roe, Ryan Curry, Andriana Manfredi, Justin Schwan"
A Date with an Angel,2012,,,11.0,"Short, Adventure",Mark Millicent,"Tom Demar, Taylor Colbert, Steve Delk"
Gone,2012,,,50.0,Drama,Nicholas Barton,"Gy Odom, Robert Summers, Samantha Stearns, August Benassi"
The Human Boundaries,2012,,,35.0,"Short, Documentary",Rahul Riji Nair,
100 Ghost Street: The Return of Richard Speck,2012,,R,84.0,"Horror, Mystery, Thriller",Martin Wichmann Andersen,"Chance Harlem Jr., Steve Bencich, Hayley Derryberry, Tony Besson"
Driving Forces,2012,,,,"Short, Sci, Fi",Brittany Madrid,"Justin Heffner, Rajiv Tangri"
My Amityville Horror,2012,48.0,Not Rated,88.0,"Horror, Documentary",Eric Walter,"Laura DiDio, Susan Bartell, Marvin Scott, Daniel Lutz"
Meet the Phantods,2012,,,72.0,Documentary,John Whitney,"Daniel Hagquist, Kyle Frith, Kenan Edler, Gretchen King"
BearCity 2: The Proposal,2012,44.0,Unrated,110.0,"Drama, Music, Comedy",Douglas Langway,"Gerald McCullouch, Joe Conti, Chuck Southworth, Stephen Lambeth"
Creep Van,2012,,Not Rated,80.0,Horror,Scott W. McKinlay,"Amy Wehrell, Brian Kolodziej, Collin Bernsen, Gerald Emerick"
Bad Boy Street,2012,,Unrated,80.0,"Drama, Romance",Todd Verow,"Kevin Miranda, ""Florence dAzémar"", Cyril Legann, Yann de Monterno"
Lizzie,2012,,Not Rated,86.0,"Horror, Thriller",David Dunn Jr.,"Caitlin Carmichael, Don Swayze, Amanda Baker, Corbin Bernsen"
The Asylum,2012,,,,Horror,Kenneth Collins,"Logan Podpora, Thomas Collins, Kenneth Collins, Andrew Brion"
The Men Next Door,2012,,Unrated,84.0,"Drama, Romance, Comedy",Rob Williams,"Eric Dean, Trevor Knight, Mark Cirillo, Heidi Rhodes"
Bad Kids Go to Hell,2012,40.0,R,91.0,"Horror, Mystery, Comedy",Matthew Spradlin,"Ben Browder, Cameron Deane Stewart, Jeffrey Schmidt, Ali Faulkner"
Nipples & Palm Trees,2012,,Not Rated,89.0,Comedy,Dylan Reynolds,"Matthew James, Joycelyne Lew, Sadie Katz, David Kallaway"
Keys to the City,2012,,,88.0,Drama,Christopher Brennan,"Karl Argue, Natalia Kostrzewa, Conor Mullen, Rory Keenan"
A Play Entitled Sehnsucht,2012,,,74.0,Mystery,Badran Roy Badran,"Vartan Meguerdichian, Ghady Yaghi, Cyril Bassil, Adoni Maalouf"
Una vita in gioco,2012,,,145.0,"Drama, Romance",Fabio Quatela,"Bobo Danciu, Diego Riccobene, Lidia Napoli, Alberto Mosca"
Promotion Cake,2012,,Not Rated,27.0,"Short, Comedy",Nick Backer,"Patrick Michael Strange, Paul Raphel, Juan Eloy Carrera, Ellyn McLaughlin"
Lullaby,2012,,,,"Short, Drama",Andy Dodd,"James Jaysen Bryhan, James Lea, Rachael Harding, Carol Cummings"
Death Over Dishonor,2012,,,7.0,"Short, Drama",Corey Provencal,"J.T. Chinn, Thomas Bekkers, Sam Bauso"
I Love You Like a Twist,2012,,,77.0,"Action, Horror, Crime",Lorenzo Lepori,"Gianni Dei, Pio Bisanti, Stefano Boni, Andrea di Vita"
Hell and Mr. Fudge,2012,,TV-PG,97.0,"Drama, Biography",Jeff Wood,"John Wesley Shipp, Wes Robertson, Keri Lynn Pratt, Mackenzie Astin"
The Money Shot,2012,,,26.0,"Short, Comedy",Matthew A. Del Ruth,"James Madio, Leslie-Anne Panaligan, Emily Montague, Joshua Gomez"
A Beer Tale,2012,,Not Rated,76.0,Comedy,Lee Roy Kunz,"Zelda Williams, Scott Patterson, Cru Ennis, Lee Roy Kunz"
Luria,2012,,,23.0,"Short, Sci, Fi, Mystery",Philipp Morozov,"Giles Maythan, Zimmy Ryan, Martin Aukland, Masha Pruss"
Maxwell Edison,2012,,,10.0,"Short, Horror, Mystery",Warren Ray,"Demi Demaree, Warren Ray, Julie Streble, James Tackett"
The Game,2012,,,10.0,"Action, Short, Drama",Andrew Chiang,"Juvon Taylor, ""Kataem OConnor"", Arnold Pinnock, Alex Spencer"
PL-Seeder-7,2012,,,20.0,"Short, Sci, Fi",Dan Ginavan,
The Everlasting Bridge,2012,,,2.0,"Short, Fantasy",Sparky Jones,"Maria Theresa Rodriguez, David Claridge"
Narco,2012,,,7.0,"Short, Comedy",Novin Shakiba,"Sy Ozcan, Rachel Reynolds, Christopher Soren Kelly"
Silent Youth,2012,,Not Rated,73.0,"Drama, Romance",Diemo Kemmesies,"Mathias Neuber, Josef Mattes, Linda Schüle, Martin Bruchmann"
Bigfoot,2012,,TV-14,89.0,"Action, Adventure, Comedy",Bruce Davison,"Barry Williams, Danny Bonaduce, Bruce Davison, Sherilyn Fenn"
Caesar and Otto's Deadly Xmas,2012,,Not Rated,83.0,"Horror, Comedy",Dave Campfield,"Paul Chomicki, Deron Miller, Dave Campfield, Ken MacFarlane"
The Nonsense Express,2012,,,37.0,Short,Rob Dumas,"Ned Crowther, Rob Dumas, Phil Brunner, Sasha Ilyukevich"
From Beyond the Stars,2012,,,11.0,"Action, Short, Comedy",Peter Murfet,"Peter Murfet, Sharif Elboushi"
Atlas,2012,,Unrated,42.0,"Action, Short",Andy Lockwood,"Cali Parrish, Scott Sell, Ann Filippis, Jonathan Leigh West"
Mislabeled,2012,,,7.0,"Short, Comedy",Jeff Bell,"Jeff Bell, Ron Brown, Marion Araujo, Dan Casey"
Maximum Conviction,2012,,R,98.0,"Action, Thriller",Keoni Waxman,"Steven Seagal, Michael Paré, Steve Austin, Ian Robison"
Generation Me,2012,,R,120.0,"Romance, Music, Comedy",Ericka Marsalis-LaManna,"Dru Fay, Laura Aidan, Caleb Barwick, Ben Baxter"
Naked As We Came,2012,,Not Rated,87.0,Drama,Richard LeMay,"Karmine Alers, Ben Weaver, Ryan Vigilant, S. Lue McWilliams"
Warfield,2012,,,96.0,Drama,Mira Gibson,"Kara Gibson, Chase Bolnick, David Michael Kirby, Jamie Keohane"
Playing House,2012,,TV-MA,11.0,"Short, Drama",Mairin Hart,"Jarret Stockmar, Conor Brown, Lexi Brown, Tayler Deline"
An Alien Fairy Tale,2012,,Not Rated,13.0,"Short, Sci, Fi",Lisa Jay,"Shilo Halvorson, Caleb Halvorson, Jill Bailey"
Liquid Rising,2012,,,87.0,Documentary,Michael Krukar,"Hayder Hussein, Joseph de Kroon, Song Hyeon Deok, Victor Goossens"
Playing the Moldovans at Tennis,2012,,,100.0,"Drama, Comedy",Tony Hawks,"Ana Chirita, Tony Hawks, Anatol Durbalã, Igor Babiac"
LAID: Life as It's Dealt,2012,,,105.0,"Drama, Romance",Andrew Rodriguez,"J.D. Stimson Jr., Jennie Baek, Jessica Kinney, Andrew Rodriguez"
Zetstapo,2012,,,4.0,"Short, Sci, Fi, Thriller",Luka Hrgovic,"Anton Svetic, Nikolina Knezevic, Duje Medic, Miran Sabic"
Wicca Please,2012,,,,"Sci, Fi",,"Chris Baughman, Sara Maraffino, David LeBarron, Gordon Vandenberg"
Double or Nothing,2012,,TV-MA,11.0,"Short, Drama, Comedy",Nathaniel Krause,"Keith David, Adam Brody, Louisa Krause"
The Guest House,2012,,Not Rated,82.0,Romance,Michael Baumgarten,"Jake Parker, Ruth Reynolds, Tom McCafferty, Madeline Merritt"
Seeking a Friend for the End of the World,2012,59.0,R,101.0,"Drama, Adventure, Comedy",Lorene Scafaria,"Keira Knightley, Steve Carell, Melanie Lynskey, Patton Oswalt"
No Strings 2: Playtime in Hell,2012,,Not Rated,90.0,"Action, Drama, Crime",Robert Noel Gifford,"Anne Ferrari, Damien Colletti, A.J. Khan, Julie Anne Prescott"
Més enllà del riu,2012,,,18.0,"Short, Drama",Sergi Rubió,"Montse Caminal, Cristina Barbero, Paula Arbós, Isabel Muntané"
My Father and the Man in Black,2012,57.0,Not Rated,87.0,"Documentary, Music, Biography",Jonathan Holiff,"Johnny Cash, Saul Holiff, Bob Dylan, Jonathan Holiff"
Heart String Marionette,2012,,,122.0,"Action, Animation",M. dot Strange,"Asil Aceves, JP Anderson, Jimmy Urine, Richard Grove"
Trampoline,2012,,,100.0,"Drama, Documentary, Family",Mark Wojahn,"Joshua Moyle, Nathaniel Kuster, Stephen Rife, Chanel Tattenbach"
All Things Shining,2012,,,45.0,Drama,Philip R. Garrett,"James Aaron Tecumseh Sinclair, Jon Osbeck, Richard Napoli, Ashley Rae Kobza"
The Falls,2012,,,7.0,"Short, Romance",Angela Padian,"Mike Hardy, Cate Allen, Kenneth Applegate, Doug Radunich"
Midnight Cabaret,2012,,Not Rated,78.0,"Action, Drama, Crime",Donna R. Clark,"Arthur Yon, Elexius Kelly, Jason Mac, Brandon Hilton"
Ray Bradbury's Kaleidoscope,2012,,,17.0,"Short, Drama, Sci, Fi",Eric Tozzi,"Leonard Kelly-Young, Michael Cline, Brett Stimely, Nathaniel Freeman"
Break a Leg,2012,,,15.0,"Short, Comedy",Prashant Bhilare,"Prashant Bhilare, Sanjeev Pandey, Sushil Sharma, Sameer Kalbhor"
Mute,2012,,,26.0,"Short, Horror, Mystery",Zsolt Gyöngyösi,"Attila Kiss, János Pálfalvi, Erika Baksay, Gábor Gasparik"
Louis Lake,2012,,,,Horror,Ingrid Clay,"Evan Boymel, Robert T. Barrett, Kim Beavers, Ingrid Clay"
Yellow Sky,2012,,,6.0,"Short, Thriller",Hector Cortez,"Adam Petke, Reed Brice"
The Long Way Home,2012,,,26.0,"Short, Thriller",Alex O'Shea,"Swit Korkit, Steven Dasz, Cristina Rungarunvasin, René Frieswijk"
Adventures in the Sin Bin,2012,,Not Rated,106.0,Comedy,Billy Federighi,"Bo Burnham, Brian Petsos, Michael Seater, Emily Meade"
Auf den zweiten Blick,2012,,,92.0,"Family, Drama, Romance",Sheri Hagen,"Ygal Gleim, Inga Bruderek, Jillian Anthony, Michael Bergau"
Pendulum,2012,,,9.0,"Action, Short, Drama",Christopher Steinberger,"Doreen Steinberger, Keith Ward, Mitch Glisson, Tyler Rosso"
The Exploits of Rusty Roberts,2012,,Not Rated,6.0,"Short, Comedy",Brock Russell,"Jordan Hageman, Caitlin Cowlen, Dan Goedeker, Quinn T. Faerber"
The Tale of the Voodoo Prostitute,2012,,Not Rated,75.0,Horror,Chaz Buchanan,"Heather McCormick, Charles Buchanan, Jayde Kelley, Martin Ezelle"
The Savoy King: Chick Webb & the Music That Changed America,2012,,,90.0,"Documentary, Biography",Jeff Kaufman,"Rocky Carroll, Louie Bellson, Van Alexander, Bruce Barnes"
Night Terrors,2012,,,42.0,"Short, Thriller",Graham Brunt,"Scott Brunt, Maggie Arai, Tyler Catton, Zach Hamel"
Dream Job,2012,,,30.0,"Short, Drama, Comedy",Joe Lipari,"Renan Kanbay, Victor Varnado, Scout Durwood, Dave Hill"
Tough Chuck,2012,,,,"Short, Drama",Bryan Smith,"Eric Marinho, Joseph D. Reitman, Eddie Cardenas, JT Alexander"
Nate & Margaret,2012,62.0,Not Rated,80.0,"Drama, Romance, Comedy",Nathan Adloff,"Conor McCahill, Tyler Ross, Gaby Hoffmann, Natalie West"
3 Days of Normal,2012,,Not Rated,82.0,Comedy,Ishai Setton,"Mircea Monroe, Lin Shaye, Jace Mclean, Richard Riehle"
Handmade,2012,,,14.0,"Short, Comedy",Kun Shin,"Katy Townsend, Leah Shaw, Stephen F. Cardwell, Latrell Hart"
1313: Billy the Kid,2012,,Not Rated,72.0,Western,David DeCoteau,"Chelsea Rae Bernier, Brandon Thornton, Jason Zahodnik, Lance Leonhardt"
Inspektor Martin i banda puzeva,2012,,,82.0,Animation,Igor Lepcin,"Luka Jaklic, Ljubomir Kerekes, Bozidar Alic, Kristijan Ugrina"
Buebe gö z'Tanz,2012,,,85.0,Documentary,Steve Walker,"Daniel Durrer, Mario Batkovic, Urs Gilgen, Higi Bigler"
Dollface,2012,,,5.0,"Action, Short, Drama",Josh Inselberg,"Madison Buddingh, Jeannette Rizzi, Sheila Thiele, Naomi Gibson"
Osynlige Ove,2012,,,37.0,"Short, Crime, Comedy",Didrik Persson,"Sebastian Persson, Edgar Ahrent, Ida Rovin, Sissela Persson"
Officer Down,2012,,Unrated,5.0,Short,Rudi Rose,"Rudi Rose, London Thompson Rose, Teca Thompson, Steve Morada"
Regici,2012,,,,Documentary,Batu Akyol,"Derya Eke, Emir Erünsal, Erdem Birgül, Öykü Gülata"
A Dark Place,2012,,,74.0,"Mystery, Thriller",Bello Galadanchi,"Moses Davis, Lance Beilstein, Stori Ayers, William Doan"
è solo questione di punti di vista,2012,,,103.0,"Action, Adventure, Comedy",Brando Improta,"Brando Improta, Alberto Vito, Roberto Ormanni, Omar Cotugno"
The Trick,2012,,PG-13,8.0,"Short, Drama",Zach Bales,"Theresa Jean Kibby, Brittany Sexton, Brad Schoolcraft, Neil Compton"
Maniac,2012,47.0,Not Rated,89.0,"Horror, Thriller",Franck Khalfoun,"Megan Duffy, Nora Arnezeder, America Olivo, Elijah Wood"
The Other World,2012,,,,"Short, Drama, Adventure",Alex O'Shea,"James With, Tom Stanton, Rossi Kristen Evelyn, Elan Nicol"
Miss Lovely,2012,52.0,Not Rated,113.0,"Drama, Crime, Romance",Ashim Ahluwalia,"Niharika Singh, Nawazuddin Siddiqui, Zeena Bhatia, Anil George"
Headfirst,2012,,,89.0,Romance,Amélie van Elmbt,"Cécile Maidon, Alice de Lencquesaing, David Murgia, Jacques Doillon"
Pawnbrokers,2012,,,,"Short, Sci, Fi",Hongsik Park,"Frederick Lawrence, Harry Allen, Jordan Bonner, Luke Campbell"
Killing Them Softly,2012,64.0,R,97.0,"Drama, Crime, Thriller",Andrew Dominik,"Ray Liotta, Brad Pitt, Richard Jenkins, Scoot McNairy"
Purgatory,2012,,,,"Short, Thriller",Sinan Hotic,"Victor Lohr, Ale Salinas, Carter Brown, Kristy Hocking"
Schwarz und Weiss,2012,,,5.0,"Short, Drama",Sven Eric Maier,"Nadine Knobloch, Thomas Wendt, László Branko Breiding, Lukas Fries"
Designed Life,2012,,,7.0,"Short, Drama",Marta Visconti,"Gero Guagliardo, Enea Valentina"
Engel mit nur einem Flügel,2012,,,75.0,Animation,Addi Keil,"Kim Elaschi, Gunter, Bärthold Brächts, Kia Kasha"
Holden,2012,,Not Rated,19.0,"Short, Drama",Roque Madrid,"Laura More, Xavier Lafitte, Juan Trueba"
Erwan et plus si affinités,2012,,,70.0,Comedy,Marc Décosterd,"Timothée Althaus-Berger, Renaud Berger, Caroline Althaus, Greg Barnhill"
I Kissed a Girl,2012,,,100.0,Comedy,Chester Long,"Andre Sweet Collins, Forrest Rilling, Aaliythea Pitts, Emily Sucher"
I Want (No) Reality: Needcompany on Life and Art,2012,,,52.0,Documentary,Ana Brzezinska,"Anneke Bonnema, Grace Ellen Barkey, Misha Downey, Hans Petter Dahl"
Altered States of Plaine,2012,,,88.0,"Drama, Sci, Fi, Mystery",Nick Gaglia,"Kether Donohue, Michael G. Mathis, George Gallagher, Donald Pritt"
Rust and Bone,2012,73.0,R,120.0,"Drama, Romance",Jacques Audiard,"Céline Sallette, Armand Verdure, Matthias Schoenaerts, Marion Cotillard"
L'Isola di Lorenzo,2012,,,23.0,"Short, Drama",Enrico Conte,"Federico Della Ducata, Gianfranco Protopapa, Piero Schirinzi, Miryam Mariano"
The Rise of Kenji Gojira,2012,,,30.0,"Short, Drama, History",Jim Hickcox,"Jason Michelitch, Jonathan Yu, Xena Sunshine Colby, Lorrie Smith"
Elle,2012,,,10.0,"Short, Comedy",Marco Chiappetta,"Marco Chiappetta, Johann Lheureux, Fanny Guidecoq"
Nemesis,2012,,,,"Short, Crime, Mystery",Alexander Frank,"Andreas Fau, Christian Dam, Alexander Frank"
Loitolla,2012,,,105.0,"Drama, Thriller",Emil Kakko,"Sanna Parviainen, Venla Ollila, Heli Näsänen, Matti Piekkari"
Photo Finish,2012,,,16.0,"Short, Thriller",Adam Rizvi,"Joshua English, Moti Yona, Tanisha Thammavongsa, Angela Froese"
Model Minority,2012,,Not Rated,94.0,Drama,Lily Mariye,"Courtney Mun, Jessica Tuck, Nichole Bloom, Chris Tashima"
Piranha 3DD,2012,24.0,R,83.0,"Horror, Comedy",John Gulager,"Ving Rhames, Matt Bush, David Hasselhoff, Danielle Panabaker"
Sexual Chronicles of a French Family,2012,34.0,Not Rated,85.0,"Drama, Romance, Comedy",Pascal Arnold,"Leïla Denio, Stephan Hersoen, Mathias Melloul, Valérie Maës"
Esperanza,2012,,,7.0,"Short, Documentary",Maider Oleaga,
By George,2012,,,8.0,"Short, Fantasy, Comedy",Kevin MacDonald,"Jamie Tarantini, Ron Sparks, Kevin MacDonald, Scott McCrickard"
Star Kids: The Beginning,2012,,,40.0,"Family, Short, Sci, Fi",William Spiritdancer,"Kesi Drake, Khari Drake, Shani Drake, Mari Drake"
Crowsnest,2012,,R,84.0,"Horror, Mystery, Thriller",Brenton Spencer,"Mittita Barber, Victor Zinck Jr., Aslam Husain, Chelsey Reist"
La sala d'attesa,2012,,,3.0,"Short, Drama",Yolima Marini,"Matteo Malfetti, Annalisa Vinattieri, Lidia Napoli, Edoardo Cavallini"
Osombie,2012,,Not Rated,92.0,"Action, Horror",John Lyde,"Jasen Wade, Corey Sevier, Danielle C. Ryan, Eve Mauro"
When the Wind Stops,2012,,,13.0,"Short, Drama, Romance",Jonathan Augustavo,"Christian S. Anderson, James Hollis III, Desiree Abeyta"
The Inflicted,2012,,Unrated,87.0,"Horror, Thriller",Matthan Harris,"Bill Moseley, Matthan Harris, Sid Haig, Doug Bradley"
Bloody Bloody Bible Camp,2012,,Not Rated,90.0,"Horror, Comedy",Vito Trabucco,"Reggie Bannister, Ron Jeremy, Ivet Corvea, Tim Sullivan"
A vida plural de Layka,2012,,,15.0,Short,Neco Tabosa,"Íris Campos, Black Jr., Iara Campos, Junior Aguiar"
Greystone Park,2012,,R,83.0,"Horror, Thriller",Sean Stone,"John Schramm, Sean Stone, Alexander Wraith, Ella Lentini"
The Man Who Loved Flowers,2012,,,,"Short, Drama, Crime",Ranjeet S. Marwa,"Lawrence Larkin, Marc Baylis, Elizabeth Arends"
Quiet,2012,,Not Rated,32.0,"Short, Drama",Lauren Fash,"Susan Graham, Cocoa Brown, Jaclyn Betham, Mike Rose"
A Murder Story,2012,,,14.0,"Short, Crime, Comedy",Jack Bils,"Andrew French, John Parks"
Pop Kowboy,2012,,Unrated,,Comedy,Gabrielle Sebastian,"Craig Olsen, Ronnie Marmo, Ron Hunter, Shawn Driscoll"
The Other Side,2012,,Not Rated,20.0,"Short, Horror, Mystery",Alex Santoro,"Jennie Jacques, Amelia Warner, Paul Davis, Nick Moran"
1313: Bermuda Triangle,2012,,Not Rated,74.0,"Sci, Fi",David DeCoteau,"Stefan Gatt, Michelle Bauer, Kip Canyon, Jamel King"
Honourable Discharge,2012,,,4.0,"Short, Drama, Comedy",Jeremy Brull,"Paul Michael Ayre, Nicholas Boshier, Hannah Bath"
Sommers Winter,2012,,,12.0,"Short, Drama",Tyll Riedel,"Kay Oeikim Kasman, Sebastian Knorr, Frieder Dillmann, Lili Behre"
The Golden Glans,2012,,,25.0,"Short, Comedy",Roberto Basilico,"Tara Bond, Joshua Schubart, Roberto Basilico, Summer Dawn"
Carl,2012,,Not Rated,90.0,"Horror, Thriller",Greg Daniel,"Matthew Cornwell, Robert Pralgo, Cheri Christian, Peg Thon"
Future Weather,2012,67.0,Not Rated,100.0,Drama,Jenny Deller,"Perla Haney-Jardine, Amy Madigan, Lili Taylor, Marin Ireland"
Detention of the Dead,2012,,Not Rated,87.0,"Action, Adventure, Comedy",Alex Craig Mann,"Alexa Nikolas, Christa B. Allen, Jacob Zachar, Jayson Blair"
The Professional Idiot,2012,,,100.0,"Drama, Comedy",Nick McLean,"Simon Gray, Robert Crampton, Raelene Richards, Robert Reitano"
Crisálida,2012,,,23.0,"Short, Fantasy",Thiago César,"Thiago César, Léia Lopes, Victor Hudson, Seu Divino"
Catastroika,2012,,,87.0,Documentary,Aris Chatzistefanou,"Alex Callinicos, Ben Fine, Costas Douzinas, Dean Baker"
The Message,2012,,PG-13,90.0,Thriller,Thomas P. Clay,"David Fine, Emma Kate Abdoney, Erica Leerhsen, Alexis Achor"
To the Moon,2012,,,27.0,"Family, Short, Drama",Damian Harris,"Navid Negahban, Nooshafarin, Solmaz Niki-Kermani, Jamie Harris"
Fetish Dolls Die Laughing,2012,,Not Rated,100.0,"Horror, Fantasy, Comedy",David Silvio,"Laura Romeo, Angelo Bruni, Michael McGovern, Aaron Bernard"
Blind Turn,2012,,Not Rated,80.0,"Drama, Mystery, Thriller",Robert Orr,"John Gabriel, Rachel Boston, Jay Dee Walters, Christian Stokes"
Wissel,2012,,,7.0,"Short, Drama",Casper Hariot,"Gert Jan Louwe, Jack Bontekoe"
Der goldene Zweig,2012,,,25.0,"Short, Drama, Mystery",Matthias Zucker,"Timur Isik, Alexander Ritter, Dietrich Adam, Roland Riebeling"
The Playroom,2012,59.0,Not Rated,83.0,Drama,Julia Dyer,"Jonathon McClendon, Alexandra Doke, Olivia Harris, Ian Veteto"
I Am Orpheus,2012,,,90.0,Drama,Adom Carter,"Matthew Kerslake, Lisa Mailes, Tere Lee, Bob Harkness"
Graceland,2012,75.0,Not Rated,84.0,"Crime, Thriller",Ron Morales,"Dido de la Paz, Menggie Cobarrubias, Arnold Reyes, Leon Miguel"
Free Samples,2012,53.0,R,80.0,"Drama, Comedy",Jay Gammill,"Jess Weixler, Jason Ritter, Halley Feiffer, Jesse Eisenberg"
Taste It: A Comedy About the Recession,2012,,Not Rated,96.0,"Romance, Comedy",Zachary Weil,"John McGlothlin, Francesca Frigo, Andres Lefevre, Adam Chefitz"
Missed Connections,2012,,Not Rated,86.0,"Romance, Comedy",Martin Snyder,"Jon Abrahams, Malcolm Barrett, Mickey Sumner, Waris Ahluwalia"
BFF,2012,,TV-MA,8.0,"Short, Drama",Neil LaBute,"Chris Henry Coffey, Thomas Sadoski, Gia Crovatin"
Vanitas,2012,,,,Thriller,J.J. Morales,"David Bendito, Beatriz Arego, Paulo Agudo, Angela Boj"
The Son,2012,,,22.0,"Family, Short, Drama",Venci Kostov,"Pedro Casablanc, Ignacio Montes, Fanny de Castro, Mateo Rubistein"
Closure,2012,,,72.0,"Drama, Romance, Comedy",Andrew Golden,"Paul McCallum, Michael Coull, Joel Hewett, Sarah Calmus"
